Index, F1Validation, F1Test, PrecisionTest, RecallTest, Features, Classifier, Params
9, 0.02243587863658741, nan, 0.0, 0.0, XY, SVM Polyn., {$\gamma=1, \text{deg}=2$}
100, 0.001664863497650056, 0.040505712117615715, 0.0208874, 0.666667, CenterOrient., SVM Lin., --
114, 0.0014758462317037947, 0.03830133741126981, 0.0195788, 0.875776, CenterOrient., SVM Polyn., {$\gamma=0.3, \text{deg}=10$}
11, 0.0014681974063937618, 0.04241057546093895, 0.0217227, 0.890269, XY, SVM Polyn., {$\gamma=1, \text{deg}=10$}
12, 0.0014681974063937618, 0.04241057546093895, 0.0217227, 0.890269, XY, SVM Polyn., {$\gamma=2, \text{deg}=10$}
