Index, F1Validation, F1Test, PrecisionTest, RecallTest, Features, Classifier, Params
29, 0.3942506946438815, nan, 0.0, 0.0, Interpolation, SVM Polyn., {$\gamma=1, \text{deg}=2$}
19, 0.07799440470511516, nan, 0.0, 0.0, XY, RF, {$\text{\#trees}=50, \text{maxDepth}=20$}
74, 0.04361369272813724, nan, 0.0, 0.0, EuclidianDist., SVM Polyn., {$\gamma=0.3, \text{deg}=10$}
0, 0.03846158091453336, 0.009381290433868159, 0.00505051, 0.0658307, XY, SVM Lin., --
100, 0.03379131178155861, 0.022065707135638296, 0.0115214, 0.260188, CenterOrient., SVM Lin., --
